EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
RM345,35,26-35,No,Travel_Rarely,1296.0,Research & Development,5.0,4.0,Technical Degree,1.0,464.0,3.0,Male,62.0,3.0,3.0,Manufacturing Director,2.0,Single,8095.0,5k-10k,18264.0,0.0,Y,No,13.0,3.0,4.0,80.0,0.0,17.0,5,3.0,16.0,6,0.0,13.0
RM373,35,26-35,No,Travel_Rarely,755.0,Research & Development,9.0,4.0,Life Sciences,1.0,496.0,3.0,Male,97.0,2.0,2.0,Healthcare Representative,2.0,Single,6540.0,5k-10k,19394.0,9.0,Y,No,19.0,3.0,3.0,80.0,0.0,10.0,5,3.0,1.0,1,0.0,0.0
RM431,35,26-35,No,Travel_Rarely,144.0,Research & Development,22.0,3.0,Life Sciences,1.0,577.0,4.0,Male,46.0,1.0,1.0,Laboratory Technician,3.0,Single,4230.0,Upto 5k,19225.0,0.0,Y,No,15.0,3.0,3.0,80.0,0.0,6.0,2,3.0,5.0,4,4.0,3.0
RM439,35,26-35,No,Travel_Rarely,1276.0,Research & Development,16.0,3.0,Life Sciences,1.0,586.0,4.0,Male,72.0,3.0,3.0,Healthcare Representative,3.0,Married,7632.0,5k-10k,14295.0,4.0,Y,Yes,12.0,3.0,3.0,80.0,0.0,10.0,2,3.0,8.0,7,0.0,0.0
RM448,35,26-35,No,Travel_Rarely,619.0,Sales,1.0,3.0,Marketing,1.0,600.0,2.0,Male,85.0,3.0,2.0,Sales Executive,3.0,Married,4717.0,Upto 5k,18659.0,9.0,Y,No,11.0,3.0,3.0,80.0,0.0,15.0,2,3.0,11.0,9,6.0,9.0
RM462,35,26-35,No,Travel_Rarely,195.0,Sales,1.0,3.0,Medical,1.0,620.0,1.0,Female,80.0,3.0,2.0,Sales Executive,3.0,Single,4859.0,Upto 5k,6698.0,1.0,Y,No,16.0,3.0,4.0,80.0,0.0,5.0,3,3.0,5.0,4,0.0,3.0
RM484,35,26-35,No,Travel_Rarely,538.0,Research & Development,25.0,2.0,Other,1.0,652.0,1.0,Male,54.0,2.0,2.0,Laboratory Technician,4.0,Single,3681.0,Upto 5k,14004.0,4.0,Y,No,14.0,3.0,4.0,80.0,0.0,9.0,3,3.0,3.0,2,0.0,2.0
RM509,35,26-35,No,Travel_Rarely,1017.0,Research & Development,6.0,4.0,Life Sciences,1.0,691.0,2.0,Male,82.0,1.0,2.0,Research Scientist,4.0,Single,6646.0,5k-10k,19368.0,1.0,Y,No,13.0,3.0,2.0,80.0,0.0,17.0,3,3.0,17.0,11,11.0,8.0
RM516,35,26-35,No,Non-Travel,727.0,Research & Development,3.0,3.0,Life Sciences,1.0,704.0,3.0,Male,41.0,2.0,1.0,Laboratory Technician,3.0,Married,1281.0,Upto 5k,16900.0,1.0,Y,No,18.0,3.0,3.0,80.0,2.0,1.0,3,3.0,1.0,0,0.0,0.0
RM558,35,26-35,No,Non-Travel,1225.0,Research & Development,2.0,4.0,Life Sciences,1.0,771.0,4.0,Female,61.0,3.0,2.0,Healthcare Representative,1.0,Divorced,5093.0,5k-10k,4761.0,2.0,Y,No,11.0,3.0,1.0,80.0,1.0,16.0,2,4.0,1.0,0,0.0,0.0
RM581,35,26-35,No,Travel_Rarely,384.0,Sales,8.0,4.0,Life Sciences,1.0,805.0,1.0,Female,72.0,3.0,1.0,Sales Representative,4.0,Married,2572.0,Upto 5k,20317.0,1.0,Y,No,16.0,3.0,2.0,80.0,1.0,3.0,1,2.0,3.0,2,0.0,2.0
RM597,35,26-35,No,Travel_Rarely,1258.0,Research & Development,1.0,4.0,Life Sciences,1.0,826.0,4.0,Female,40.0,4.0,1.0,Research Scientist,3.0,Single,2506.0,Upto 5k,13301.0,3.0,Y,No,13.0,3.0,3.0,80.0,0.0,7.0,0,3.0,2.0,2,2.0,2.0
RM612,35,26-35,No,Travel_Rarely,950.0,Research & Development,7.0,3.0,Other,1.0,845.0,3.0,Male,59.0,3.0,3.0,Manufacturing Director,3.0,Single,10221.0,10k-15k,18869.0,3.0,Y,No,21.0,4.0,2.0,80.0,0.0,17.0,3,4.0,8.0,5,1.0,6.0
RM621,35,26-35,No,Travel_Rarely,1343.0,Research & Development,27.0,1.0,Medical,1.0,856.0,3.0,Female,53.0,2.0,1.0,Research Scientist,1.0,Single,2559.0,Upto 5k,17852.0,1.0,Y,No,11.0,3.0,4.0,80.0,0.0,6.0,3,2.0,6.0,5,1.0,1.0
RM636,35,26-35,No,Unknown,607.0,Research & Development,9.0,3.0,Life Sciences,1.0,880.0,4.0,Female,66.0,2.0,3.0,Manufacturing Director,3.0,Married,10685.0,10k-15k,23457.0,1.0,Y,Yes,20.0,4.0,2.0,80.0,1.0,17.0,2,3.0,17.0,14,5.0,15.0
RM637,35,26-35,Yes,Travel_Frequently,130.0,Research & Development,25.0,4.0,Life Sciences,1.0,881.0,4.0,Female,96.0,3.0,1.0,Research Scientist,2.0,Divorced,2022.0,Upto 5k,16612.0,1.0,Y,Yes,19.0,3.0,1.0,80.0,1.0,10.0,3,2.0,10.0,2,7.0,8.0
RM648,35,26-35,No,Travel_Rarely,672.0,Research & Development,25.0,3.0,Technical Degree,1.0,899.0,4.0,Male,78.0,2.0,3.0,Manufacturing Director,2.0,Married,10903.0,10k-15k,9129.0,3.0,Y,No,16.0,3.0,1.0,80.0,0.0,16.0,2,3.0,13.0,10,4.0,8.0
RM677,35,26-35,No,Travel_Rarely,1137.0,Research & Development,21.0,1.0,Life Sciences,1.0,942.0,4.0,Female,51.0,3.0,2.0,Healthcare Representative,4.0,Married,4014.0,Upto 5k,19170.0,1.0,Y,Yes,25.0,4.0,4.0,80.0,1.0,10.0,2,1.0,10.0,6,0.0,7.0
RM699,35,26-35,No,Travel_Rarely,1219.0,Sales,18.0,3.0,Medical,1.0,975.0,3.0,Female,86.0,3.0,2.0,Sales Executive,3.0,Married,4601.0,Upto 5k,6179.0,1.0,Y,No,16.0,3.0,2.0,80.0,0.0,5.0,3,3.0,5.0,2,1.0,0.0
RM705,-35,26-35,No,Travel_Rarely,882.0,Sales,3.0,4.0,Life Sciences,1.0,984.0,4.0,Male,92.0,3.0,3.0,Sales Executive,4.0,Divorced,7823.0,5k-10k,6812.0,6.0,Y,No,13.0,3.0,2.0,80.0,1.0,12.0,2,3.0,10.0,9,0.0,8.0
RM726,35,26-35,Yes,Travel_Rarely,622.0,Research & Development,14.0,4.0,Other,1.0,1010.0,3.0,Male,39.0,2.0,1.0,Laboratory Technician,2.0,Divorced,3743.0,Upto 5k,10074.0,1.0,Y,Yes,24.0,4.0,4.0,80.0,1.0,5.0,2,1.0,4.0,2,0.0,2.0
RM730,35,26-35,No,Travel_Rarely,583.0,Research & Development,25.0,4.0,Medical,1.0,1014.0,3.0,Female,57.0,3.0,3.0,Healthcare Representative,3.0,Divorced,10388.0,10k-15k,6975.0,1.0,Y,Yes,11.0,3.0,3.0,80.0,1.0,16.0,3,2.0,16.0,10,10.0,1.0
RM741,35,26-35,No,Travel_Rarely,802.0,Research & Development,10.0,3.0,Other,1.0,1028.0,2.0,Male,45.0,3.0,1.0,Laboratory Technician,4.0,Divorced,3917.0,Upto 5k,9541.0,1.0,Y,No,20.0,4.0,1.0,80.0,1.0,3.0,4,2.0,3.0,2,1.0,2.0
RM792,-35,26-35,Yes,Travel_Rarely,1204.0,Sales,4.0,3.0,Technical Degree,1.0,1100.0,4.0,Male,86.0,3.0,3.0,Sales Executive,1.0,Single,9582.0,5k-10k,10333.0,0.0,Y,Yes,22.0,4.0,1.0,80.0,0.0,9.0,2,3.0,8.0,7,4.0,7.0
RM821,35,26-35,No,Travel_Frequently,1182.0,Sales,11.0,2.0,Marketing,1.0,1137.0,4.0,Male,54.0,3.0,2.0,Sales Executive,4.0,Divorced,4968.0,Upto 5k,18500.0,1.0,Y,No,11.0,3.0,4.0,80.0,1.0,5.0,3,3.0,5.0,2,0.0,2.0
RM836,35,26-35,No,Travel_Rarely,528.0,Human Resources,8.0,4.0,Technical Degree,1.0,1164.0,3.0,Male,100.0,3.0,1.0,Human Resources,3.0,Single,4323.0,Upto 5k,7108.0,1.0,Y,No,17.0,3.0,2.0,80.0,0.0,6.0,2,1.0,5.0,4,1.0,4.0
RM841,35,26-35,No,Travel_Rarely,982.0,Research & Development,1.0,4.0,Medical,1.0,1172.0,4.0,Male,58.0,2.0,1.0,Laboratory Technician,3.0,Married,2258.0,Upto 5k,16340.0,6.0,Y,No,12.0,3.0,2.0,80.0,1.0,10.0,2,3.0,8.0,0,1.0,7.0
RM847,35,26-35,No,Travel_Rarely,819.0,Research & Development,2.0,Unknown,Life Sciences,1.0,1182.0,3.0,Male,44.0,2.0,3.0,Manufacturing Director,2.0,Divorced,10274.0,10k-15k,19588.0,2.0,Y,No,18.0,3.0,2.0,80.0,1.0,15.0,2,4.0,7.0,7,6.0,4.0
RM849,35,26-35,No,Travel_Frequently,636.0,Research & Development,4.0,4.0,Other,1.0,1185.0,4.0,Male,47.0,2.0,1.0,Laboratory Technician,4.0,Married,2376.0,Upto 5k,26537.0,1.0,Y,No,13.0,3.0,2.0,80.0,1.0,2.0,2,4.0,2.0,2,2.0,2.0
RM871,35,26-35,No,Travel_Rarely,1361.0,Sales,17.0,4.0,Life Sciences,1.0,1218.0,3.0,Male,94.0,3.0,2.0,Sales Executive,1.0,Married,8966.0,5k-10k,21026.0,3.0,Y,Yes,15.0,3.0,4.0,80.0,3.0,15.0,2,3.0,7.0,7,1.0,7.0
RM889,35,26-35,No,Non-Travel,801.106828938472,Sales,8.0,2.0,Marketing,1.0,1243.0,3.0,Female,78.0,2.0,3.0,Sales Executive,4.0,Married,10377.0,10k-15k,13755.0,4.0,Y,Yes,11.0,3.0,2.0,80.0,1.0,16.0,6,2.0,13.0,2,4.0,12.0
RM925,35,26-35,No,Travel_Rarely,735.0,Research & Development,6.0,1.0,Life Sciences,1.0,1291.0,3.0,Male,66.0,3.0,1.0,Research Scientist,3.0,Married,3506.0,Upto 5k,6020.0,0.0,Y,Yes,14.0,3.0,4.0,80.0,0.0,4.0,3,3.0,3.0,2,2.0,2.0
RM962,35,26-35,No,Travel_Frequently,482.0,Research & Development,4.0,4.0,Life Sciences,1.0,1350.0,3.0,Male,87.0,3.0,2.0,Research Scientist,3.0,Single,4249.0,Upto 5k,2690.0,1.0,Y,Yes,11.0,3.0,2.0,80.0,0.0,9.0,3,3.0,9.0,6,1.0,1.0
RM974,35,26-35,No,Travel_Rarely,817.0,Research & Development,1.0,3.0,Medical,1.0,1369.0,4.0,Female,60.0,2.0,2.0,Laboratory Technician,4.0,Married,5363.0,5k-10k,10846.0,0.0,Y,No,12.0,3.0,2.0,80.0,1.0,10.0,0,3.0,9.0,7,0.0,0.0
RM982,35,26-35,Yes,Travel_Frequently,662.0,Sales,18.0,4.0,Marketing,1.0,1380.0,4.0,Female,67.0,3.0,2.0,Sales Executive,3.0,Married,4614.0,Upto 5k,23288.0,0.0,Y,Yes,18.0,3.0,3.0,80.0,1.0,5.0,0,2.0,4.0,2,3.0,2.0
RM1003,35,26-35,No,Travel_Frequently,200.0,Research & Development,18.0,2.0,Life Sciences,1.0,1412.0,3.0,Male,60.0,3.0,3.0,Manufacturing Director,4.0,Single,9362.0,5k-10k,19944.0,2.0,Y,No,11.0,3.0,3.0,80.0,0.0,10.0,2,3.0,2.0,2,2.0,2.0
RM1060,35,26-35,No,Travel_Rarely,660.0,Sales,7.0,1.0,Life Sciences,1.0,1492.0,4.0,Male,76.0,3.0,1.0,Sales Representative,3.0,Married,2404.0,Upto 5k,16192.0,1.0,Y,No,13.0,3.0,1.0,80.0,1.0,1.0,3,3.0,1.0,0,0.0,0.0
RM1082,35,26-35,No,Travel_Rarely,1029.0,Research & Development,16.0,3.0,Life Sciences,1.0,1529.0,4.0,Female,91.0,2.0,3.0,Healthcare Representative,2.0,Single,8606.0,5k-10k,21195.0,1.0,Y,No,19.0,3.0,4.0,80.0,0.0,11.0,3,1.0,11.0,8,3.0,3.0
RM1101,35,26-35,No,Travel_Rarely,1402.0,Sales,28.0,4.0,Life Sciences,1.0,1554.0,2.0,Female,98.0,2.0,1.0,Sales Representative,3.0,Married,2430.0,Upto 5k,26204.0,0.0,Y,No,23.0,4.0,1.0,80.0,2.0,6.0,5,3.0,5.0,3,4.0,2.0
RM1109,35,26-35,No,Travel_Rarely,992.0,Research & Development,1.0,3.0,Medical,1.0,1564.0,4.0,Male,68.0,2.0,1.0,Laboratory Technician,1.0,Single,2450.0,Upto 5k,21731.0,1.0,Y,No,19.0,3.0,2.0,80.0,0.0,3.0,3,3.0,3.0,0,1.0,2.0
RM1111,35,26-35,Yes,Travel_Rarely,104.0,Research & Development,2.0,3.0,Life Sciences,1.0,1569.0,1.0,Female,69.0,3.0,1.0,Laboratory Technician,1.0,Divorced,2074.0,Upto 5k,26619.0,1.0,Y,Yes,12.0,3.0,4.0,80.0,1.0,1.0,2,3.0,1.0,0,0.0,0.0
RM1124,35,26-35,No,Travel_Rarely,670.0,Research & Development,10.0,4.0,Medical,1.0,1587.0,1.0,Female,51.0,3.0,2.0,Healthcare Representative,3.0,Single,6142.0,5k-10k,4223.0,3.0,Y,Yes,16.0,3.0,3.0,80.0,0.0,10.0,4,3.0,5.0,2,0.0,4.0
RM1131,35,26-35,No,Travel_Rarely,750.0,Research & Development,28.0,3.0,Life Sciences,1.0,1596.0,2.0,Male,46.0,4.0,2.0,Laboratory Technician,3.0,Married,3407.0,Upto 5k,25348.0,1.0,Y,No,17.0,3.0,4.0,80.0,2.0,10.0,3,2.0,10.0,9,6.0,8.0
RM1135,35,26-35,No,Travel_Rarely,1349.0,Research & Development,7.0,2.0,Life Sciences,1.0,1601.0,3.0,Male,63.0,2.0,1.0,Laboratory Technician,4.0,Married,2690.0,Upto 5k,7713.0,1.0,Y,No,18.0,3.0,4.0,80.0,1.0,1.0,5,2.0,1.0,0,0.0,1.0
RM1151,35,26-35,No,Travel_Rarely,819.0,Research & Development,18.0,5.0,Life Sciences,1.0,1621.0,2.0,Male,48.0,4.0,2.0,Research Scientist,1.0,Married,5208.0,5k-10k,26312.0,1.0,Y,No,11.0,3.0,4.0,80.0,0.0,16.0,2,3.0,16.0,15,1.0,10.0
RM1158,35,26-35,No,Non-Travel,208.0,Research & Development,8.0,4.0,Life Sciences,1.0,1630.0,3.0,Female,52.0,3.0,2.0,Healthcare Representative,3.0,Married,4148.0,Upto 5k,12250.0,1.0,Y,No,12.0,3.0,4.0,80.0,1.0,15.0,5,3.0,14.0,11,2.0,9.0
RM1163,35,26-35,Yes,Travel_Rarely,737.0,Sales,10.0,3.0,Medical,1.0,1639.0,4.0,Male,55.0,2.0,3.0,Sales Executive,1.0,Married,10306.0,10k-15k,21530.0,9.0,Y,No,17.0,3.0,3.0,80.0,0.0,15.0,3,3.0,13.0,12,6.0,0.0
RM1168,35,26-35,Yes,Travel_Rarely,763.0,Sales,15.0,2.0,Medical,1.0,1030.9269282814614,1.0,Male,59.0,1.0,2.0,Sales Executive,4.0,Divorced,5440.0,5k-10k,22098.0,6.0,Y,Yes,14.0,3.0,4.0,80.0,2.0,7.0,2,2.0,2.0,2,2.0,2.0
RM1187,35,26-35,Yes,Travel_Frequently,880.0,Sales,12.0,4.0,Other,1.0,1667.0,4.0,Male,36.0,3.0,2.0,Sales Executive,4.0,Single,4581.0,Upto 5k,10414.0,3.0,Y,Yes,24.0,4.0,1.0,80.0,0.0,13.0,2,4.0,11.0,9,6.0,7.0
RM1216,35,26-35,No,Travel_Frequently,146.0,Research & Development,2.0,4.0,Medical,1.0,1704.0,1.0,Male,79.0,2.0,1.0,Research Scientist,4.0,Single,4930.0,Upto 5k,13970.0,0.0,Y,Yes,14.0,3.0,3.0,80.0,0.0,6.0,2,4.0,5.0,4,1.0,4.0
RM1233,35,26-35,No,Travel_Rarely,1370.0,Research & Development,27.0,4.0,Life Sciences,1.0,1728.0,4.0,Male,49.0,3.0,2.0,Manufacturing Director,3.0,Married,6883.0,5k-10k,5151.0,2.0,Y,No,16.0,3.0,2.0,80.0,1.0,17.0,3,3.0,7.0,7,0.0,7.0
RM1282,35,26-35,Yes,Travel_Rarely,303.0,Sales,27.0,3.0,Life Sciences,1.0,1797.0,3.0,Male,84.0,3.0,2.0,Sales Executive,4.0,Single,5813.0,5k-10k,13492.0,1.0,Y,Yes,18.0,3.0,4.0,80.0,0.0,10.0,2,3.0,10.0,7,7.0,7.0
RM1289,35,26-35,No,Non-Travel,1180.0,Research & Development,2.0,2.0,Medical,1.0,1804.0,2.0,Male,90.0,3.0,2.0,Manufacturing Director,4.0,Divorced,5762.0,5k-10k,24442.0,2.0,Y,No,14.0,3.0,3.0,80.0,1.0,15.0,6,3.0,7.0,7,1.0,7.0
RM1303,35,26-35,No,Travel_Rarely,185.0,Research & Development,23.0,4.0,Medical,1.0,1826.0,2.0,Male,91.0,1.0,1.0,Laboratory Technician,3.0,Married,2705.0,Upto 5k,9696.0,0.0,Y,No,16.0,3.0,2.0,80.0,1.0,6.0,2,4.0,5.0,4,0.0,3.0
RM1346,35,26-35,No,Travel_Rarely,219.0,Research & Development,16.0,2.0,Other,1.0,1886.0,4.0,Female,44.0,2.0,2.0,Manufacturing Director,2.0,Married,4788.0,Upto 5k,25388.0,0.0,Y,Yes,11.0,3.0,4.0,80.0,0.0,4.0,2,3.0,3.0,2,0.0,2.0
RM1381,35,26-35,No,Travel_Rarely,682.0,Sales,18.0,4.0,Medical,1.0,1945.0,2.0,Male,71.0,3.0,2.0,Sales Executive,1.0,Married,5561.0,5k-10k,15975.0,0.0,Y,No,16.0,3.0,4.0,80.0,1.0,6.0,2,1.0,5.0,3,0.0,4.0
RM1393,35,26-35,No,Travel_Rarely,1224.0,Sales,7.0,4.0,Life Sciences,1.0,1962.0,3.0,Female,55.0,3.0,2.0,Sales Executive,4.0,Married,5204.0,5k-10k,13586.0,1.0,Y,Yes,11.0,3.0,4.0,80.0,0.0,10.0,2,3.0,10.0,8,0.0,9.0
RM1423,35,26-35,No,Unknown,1490.0,Research & Development,11.0,4.0,Medical,1.0,2003.0,4.0,Male,43.0,3.0,1.0,Laboratory Technician,3.0,Married,2660.0,Upto 5k,20232.0,7.0,Y,Yes,11.0,3.0,3.0,80.0,1.0,5.0,3,3.0,2.0,2,2.0,2.0
RM1425,35,26-35,No,Travel_Rarely,1395.0,Research & Development,9.0,4.0,Medical,1.0,2008.0,2.0,Male,48.0,3.0,2.0,Research Scientist,3.0,Single,5098.0,5k-10k,18698.0,1.0,Y,No,19.0,3.0,2.0,80.0,0.0,10.0,5,3.0,10.0,7,0.0,8.0
RM1451,35,26-35,No,Travel_Rarely,1146.0,Human Resources,26.0,4.0,Life Sciences,1.0,2040.0,3.0,Female,31.0,3.0,3.0,Human Resources,4.0,Single,8837.0,5k-10k,16642.0,1.0,Y,Yes,16.0,3.0,3.0,80.0,0.0,9.0,2,3.0,9.0,0,1.0,7.0
RM1457,-35,26-35,No,Travel_Frequently,1199.0,Research & Development,18.0,4.0,Life Sciences,1.0,2049.0,3.0,Male,80.0,3.0,2.0,Healthcare Representative,3.0,Married,5689.0,5k-10k,24594.0,1.0,Y,Yes,14.0,3.0,4.0,80.0,2.0,10.0,2,4.0,10.0,2,0.0,2.0
RM1459,35,26-35,No,Travel_Rarely,287.0,Research & Development,1.0,4.0,Life Sciences,1.0,2052.0,3.0,Female,62.0,1.0,1.0,Research Scientist,4.0,Married,2977.0,Upto 5k,8952.0,1.0,Y,No,12.0,3.0,4.0,80.0,1.0,4.0,5,3.0,4.0,3,1.0,1.0
RM010,36,36-45,No,Travel_Rarely,1299.0,Research & Development,27.0,3.0,Medical,1.0,13.0,3.0,Male,94.0,3.0,2.0,Healthcare Representative,3.0,Married,5237.0,5k-10k,16577.0,6.0,Y,No,13.0,3.0,2.0,80.0,2.0,17.0,3,2.0,7.0,7,7.0,7.0
RM022,36,36-45,Yes,Travel_Rarely,1218.0,Sales,9.0,4.0,Life Sciences,1.0,27.0,3.0,Male,82.0,2.0,1.0,Sales Representative,1.0,Single,3407.0,Upto 5k,6986.0,7.0,Y,No,23.0,4.0,2.0,80.0,0.0,10.0,4,3.0,5.0,3,0.0,3.0
RM039,36,36-45,No,Travel_Rarely,852.0,Research & Development,5.0,4.0,Life Sciences,1.0,51.0,2.0,Female,82.0,2.0,1.0,Research Scientist,1.0,Married,3419.0,Upto 5k,13072.0,9.0,Y,Yes,14.0,3.0,4.0,80.0,1.0,6.0,3,4.0,1.0,1,0.0,0.0
RM065,36,36-45,No,Travel_Rarely,1223.0,Research & Development,8.0,3.0,Technical Degree,1.0,83.0,3.0,Female,59.0,3.0,3.0,Healthcare Representative,3.0,Divorced,10096.0,10k-15k,8202.0,1.0,Y,No,13.0,3.0,2.0,80.0,3.0,17.0,2,3.0,17.0,14,12.0,8.0
RM067,36,36-45,No,Travel_Frequently,1195.0,Research & Development,11.0,3.0,Life Sciences,1.0,85.0,2.0,Male,95.0,2.0,2.0,Manufacturing Director,2.0,Single,6499.0,5k-10k,22656.0,1.0,Y,No,13.0,3.0,3.0,80.0,0.0,6.0,3,3.0,6.0,5,0.0,3.0
RM070,36,36-45,Yes,Travel_Rarely,318.0,Research & Development,9.0,3.0,Medical,1.0,90.0,4.0,Male,79.0,2.0,1.0,Research Scientist,3.0,Married,3388.0,Upto 5k,21777.0,0.0,Y,Yes,17.0,3.0,1.0,80.0,1.0,2.0,0,2.0,1.0,0,0.0,4.112050739957716
RM075,36,36-45,No,Travel_Rarely,132.0,Research & Development,6.0,3.0,Life Sciences,1.0,97.0,2.0,Female,55.0,4.0,1.0,Laboratory Technician,4.0,Married,3038.0,Upto 5k,22002.0,3.0,Y,No,12.0,3.0,2.0,80.0,0.0,5.0,3,3.0,1.0,0,0.0,4.112050739957716
RM118,36,36-45,No,Travel_Frequently,1467.0,Sales,11.0,2.0,Technical Degree,1.0,154.0,2.0,Female,92.0,3.0,3.0,Sales Executive,4.0,Married,9738.0,5k-10k,22952.0,0.0,Y,No,14.0,3.0,3.0,80.0,1.0,10.0,6,3.0,9.0,7,2.0,8.0
RM119,36,36-45,No,Travel_Rarely,922.0,Research & Development,3.0,2.0,Life Sciences,1.0,155.0,1.0,Female,39.0,3.0,1.0,Laboratory Technician,4.0,Divorced,2835.0,Upto 5k,2561.0,5.0,Y,No,22.0,4.0,1.0,80.0,1.0,7.0,2,3.0,1.0,0,0.0,0.0
RM136,36,36-45,No,Travel_Rarely,216.0,Research & Development,6.0,2.0,Medical,1.0,178.0,2.0,Male,84.0,3.0,2.0,Manufacturing Director,2.0,Divorced,4941.0,Upto 5k,2819.0,6.0,Y,No,20.0,4.0,4.0,80.0,2.0,7.0,0,3.0,3.0,2,0.0,1.0
RM173,36,36-45,No,Travel_Frequently,1480.0,Research & Development,3.0,2.0,Medical,1.0,238.0,4.0,Male,30.0,3.0,1.0,Laboratory Technician,2.0,Single,2088.0,Upto 5k,15062.0,4.0,Y,No,12.0,3.0,3.0,80.0,0.0,13.0,3,2.0,8.0,7,7.0,2.0
RM208,36,36-45,No,Travel_Frequently,635.0,Research & Development,18.0,1.0,Medical,1.0,286.0,2.0,Female,73.0,3.0,1.0,Laboratory Technician,4.0,Single,2153.0,Upto 5k,7703.0,1.0,Y,No,13.0,3.0,1.0,80.0,0.0,8.0,2,3.0,8.0,1,1.0,4.112050739957716
RM221,36,36-45,No,Travel_Rarely,1396.0,Research & Development,5.0,2.0,Life Sciences,1.0,304.0,4.0,Male,62.0,3.0,2.0,Laboratory Technician,2.0,Single,5914.0,5k-10k,9945.0,8.0,Y,No,16.0,3.0,4.0,80.0,0.0,16.0,3,4.0,13.0,11,3.0,7.0
RM270,36,36-45,No,Travel_Rarely,1403.0,Research & Development,6.0,3.0,Life Sciences,1.0,373.0,4.0,Male,47.0,2.7288135593220337,1.0,Laboratory Technician,4.0,Married,3210.0,Upto 5k,20251.0,0.0,Y,No,11.0,3.0,3.0,80.0,1.0,16.0,4,3.0,15.0,13,10.0,11.0
RM292,36,36-45,No,Travel_Rarely,506.0,Research & Development,3.0,3.0,Technical Degree,1.0,397.0,3.0,Male,30.0,3.0,2.0,Research Scientist,2.0,Single,4485.0,Upto 5k,26285.0,4.0,Y,No,12.0,3.0,4.0,80.0,0.0,10.0,2,3.0,8.0,0,7.0,7.0
RM299,36,36-45,No,Travel_Frequently,566.0,Research & Development,18.0,4.0,Life Sciences,1.0,407.0,3.0,Male,81.0,4.0,1.0,Laboratory Technician,4.0,Married,3688.0,Upto 5k,7122.0,4.0,Y,No,18.0,3.0,4.0,80.0,2.0,4.0,2,3.0,1.0,0,0.0,0.0
RM306,36,36-45,No,Non-Travel,1105.0,Research & Development,24.0,4.0,Life Sciences,1.0,419.0,2.0,Female,47.0,3.0,2.0,Laboratory Technician,2.0,Married,5674.0,5k-10k,6927.0,7.0,Y,No,15.0,3.0,3.0,80.0,1.0,11.0,3,3.0,9.0,8,0.0,8.0
RM359,36,36-45,No,Non-Travel,845.0,Sales,1.0,5.0,Medical,1.0,479.0,4.0,Female,45.0,3.0,2.0,Sales Executive,4.0,Single,6653.0,5k-10k,15276.0,4.0,Y,No,15.0,3.0,2.0,80.0,0.0,7.0,6,3.0,1.0,0,0.0,4.112050739957716
RM360,36,36-45,No,Travel_Frequently,541.0,Sales,3.0,4.0,Medical,1.0,481.0,1.0,Male,48.0,2.0,3.0,Sales Executive,4.0,Married,9699.0,5k-10k,7246.0,4.0,Y,No,11.0,3.0,1.0,80.0,1.0,16.0,2,3.0,13.0,9,1.0,4.112050739957716
RM378,36,36-45,No,Travel_Rarely,329.0,Research & Development,2.0,3.0,Life Sciences,1.0,501.0,4.0,Female,96.0,3.0,1.0,Research Scientist,3.0,Married,2543.0,Upto 5k,11868.0,4.0,Y,No,13.0,3.0,2.0,80.0,1.0,6.0,3,3.0,2.0,2,2.0,2.0
RM385,36,36-45,No,Travel_Rarely,164.0,Sales,2.0,2.0,Medical,1.0,513.0,2.0,Male,61.0,2.0,3.0,Sales Executive,3.0,Married,7596.0,5k-10k,3809.0,1.0,Y,No,13.0,3.0,2.0,80.0,2.0,10.0,2,3.0,10.0,9,9.0,0.0
RM443,36,36-45,No,Non-Travel,635.0,Sales,10.0,4.0,Medical,1.0,592.0,2.0,Male,32.0,3.0,3.0,Sales Executive,4.0,Single,9980.0,5k-10k,15318.0,1.0,Y,No,14.0,3.0,4.0,80.0,0.0,10.0,3,2.0,10.0,3,9.0,7.0
RM512,36,36-45,No,Travel_Rarely,913.0,Research & Development,9.0,2.0,Medical,1.0,699.0,2.0,Male,48.0,2.0,2.0,Manufacturing Director,2.0,Divorced,8847.0,5k-10k,13934.0,2.0,Y,Yes,11.0,3.0,3.0,80.0,1.0,13.0,2,3.0,3.0,2,0.0,2.0
RM542,36,36-45,No,Non-Travel,427.0,Research & Development,8.0,3.0,Life Sciences,1.0,742.0,1.0,Female,63.0,4.0,3.0,Research Director,1.0,Married,11713.0,10k-15k,20335.0,9.0,Y,No,14.0,3.0,1.0,80.0,1.0,10.0,2,3.0,8.0,7,0.0,5.0
